"Exon ID"	"Gene Symbol"	"Chr"	"Strand"	"Exon Start"	"Exon End"	"Upstream Exon Start"	"Upstream Exon End"	"Downstream Exon Start"	"Downstream Exon End"	"P-value"	"FDR"
"248660|ENSG00000055044.10_2|NOP58|chr2|+|203142934|203143052|203142672|203142725|203147073|203147195"	"ENSG00000055044.10_2"	"NOP58"	"chr2"	"+"	"203142934"	"203143052"	"203142672"	"203142725"	"203147073"	"203147195"	"3.01491999109512e-07"	"4.08721516525098e-07"
"229474|ENSG00000198917.12_3|SPOUT1|chr9|-|131586025|131586173|131581929|131585112|131586350|131586453"	"ENSG00000198917.12_3"	"SPOUT1"	"chr9"	"-"	"131586025"	"131586173"	"131581929"	"131585112"	"131586350"	"131586453"	"3.02250570709698e-07"	"4.09697805874292e-07"
"369225|ENSG00000112031.15_2|MTRF1L|chr6|-|153312319|153312456|153308496|153311230|153313991|153314109"	"ENSG00000112031.15_2"	"MTRF1L"	"chr6"	"-"	"153312319"	"153312456"	"153308496"	"153311230"	"153313991"	"153314109"	"3.02598532620343e-07"	"4.10117340246023e-07"
"337803|ENSG00000050426.15_3|LETMD1|chr12|+|51449926|51450028|51442083|51442261|51450132|51450211"	"ENSG00000050426.15_3"	"LETMD1"	"chr12"	"+"	"51449926"	"51450028"	"51442083"	"51442261"	"51450132"	"51450211"	"3.04846531218849e-07"	"4.13111595355658e-07"
"399154|ENSG00000128596.16_2|CCDC136|chr7|+|128452761|128452983|128447413|128447599|128454691|128454973"	"ENSG00000128596.16_2"	"CCDC136"	"chr7"	"+"	"128452761"	"128452983"	"128447413"	"128447599"	"128454691"	"128454973"	"3.06584548840638e-07"	"4.15376735899519e-07"
"138024|ENSG00000174326.11_3|SLC16A11|chr17|-|6945314|6946082|6944948|6945227|6946248|6946392"	"ENSG00000174326.11_3"	"SLC16A11"	"chr17"	"-"	"6945314"	"6946082"	"6944948"	"6945227"	"6946248"	"6946392"	"3.06595936708956e-07"	"4.15376735899519e-07"
"152406|ENSG00000131374.14_3|TBC1D5|chr3|-|17665340|17665405|17549965|17550097|17783972|17784056"	"ENSG00000131374.14_3"	"TBC1D5"	"chr3"	"-"	"17665340"	"17665405"	"17549965"	"17550097"	"17783972"	"17784056"	"3.09068024731408e-07"	"4.18672740221068e-07"
"115071|ENSG00000130159.13_3|ECSIT|chr19|-|11623870|11624094|11618516|11618863|11629889|11630008"	"ENSG00000130159.13_3"	"ECSIT"	"chr19"	"-"	"11623870"	"11624094"	"11618516"	"11618863"	"11629889"	"11630008"	"3.09832602128952e-07"	"4.19655156426883e-07"
"262782|ENSG00000235257.8_3|ITGA9-AS1|chr3|-|37892914|37892983|37876169|37876258|37903191|37903223"	"ENSG00000235257.8_3"	"ITGA9-AS1"	"chr3"	"-"	"37892914"	"37892983"	"37876169"	"37876258"	"37903191"	"37903223"	"3.11491984742424e-07"	"4.21849145051169e-07"
"170440|ENSG00000071564.14_3|TCF3|chr19|-|1615283|1615484|1612205|1612432|1615684|1615797"	"ENSG00000071564.14_3"	"TCF3"	"chr19"	"-"	"1615283"	"1615484"	"1612205"	"1612432"	"1615684"	"1615797"	"3.15956004651526e-07"	"4.27840374505907e-07"
"356278|ENSG00000186866.16_2|POFUT2|chr21|-|46697147|46697688|46696931|46697057|46698017|46698084"	"ENSG00000186866.16_2"	"POFUT2"	"chr21"	"-"	"46697147"	"46697688"	"46696931"	"46697057"	"46698017"	"46698084"	"3.16221324967713e-07"	"4.28145287645126e-07"
"352751|ENSG00000141314.12_3|RHBDL3|chr17|+|30611677|30611836|30594920|30594944|30615810|30616035"	"ENSG00000141314.12_3"	"RHBDL3"	"chr17"	"+"	"30611677"	"30611836"	"30594920"	"30594944"	"30615810"	"30616035"	"3.1679370979156e-07"	"4.28865818091773e-07"
"334367|ENSG00000178950.16_2|GAK|chr4|-|890247|890337|887661|887797|891820|891946"	"ENSG00000178950.16_2"	"GAK"	"chr4"	"-"	"890247"	"890337"	"887661"	"887797"	"891820"	"891946"	"3.18144856770344e-07"	"4.30640296669085e-07"
"282865|ENSG00000197713.14_3|RPE|chr2|+|210868161|210868192|210867351|210867507|210874380|210874460"	"ENSG00000197713.14_3"	"RPE"	"chr2"	"+"	"210868161"	"210868192"	"210867351"	"210867507"	"210874380"	"210874460"	"3.21834005159039e-07"	"4.35578637693039e-07"
"149364|ENSG00000166912.16_2|MTMR10|chr15|-|31269021|31269158|31267133|31267206|31282979|31283040"	"ENSG00000166912.16_2"	"MTMR10"	"chr15"	"-"	"31269021"	"31269158"	"31267133"	"31267206"	"31282979"	"31283040"	"3.23238648865904e-07"	"4.37424208876395e-07"
"127647|ENSG00000135778.11_2|NTPCR|chr1|+|233091302|233091465|233086359|233086490|233092092|233092189"	"ENSG00000135778.11_2"	"NTPCR"	"chr1"	"+"	"233091302"	"233091465"	"233086359"	"233086490"	"233092092"	"233092189"	"3.25481685064136e-07"	"4.4040372636501e-07"
"149477|ENSG00000188234.13_3|AGAP4|chr10|-|46342134|46342203|46339713|46339842|46342572|46342675"	"ENSG00000188234.13_3"	"AGAP4"	"chr10"	"-"	"46342134"	"46342203"	"46339713"	"46339842"	"46342572"	"46342675"	"3.30553626042659e-07"	"4.47209745242288e-07"
"290001|ENSG00000166887.15_2|VPS39|chr15|-|42484263|42484296|42483693|42483758|42492093|42492159"	"ENSG00000166887.15_2"	"VPS39"	"chr15"	"-"	"42484263"	"42484296"	"42483693"	"42483758"	"42492093"	"42492159"	"3.31911753896929e-07"	"4.48990215031805e-07"
"95079|ENSG00000170390.15_2|DCLK2|chr4|+|151120179|151120230|151119153|151119255|151141857|151141930"	"ENSG00000170390.15_2"	"DCLK2"	"chr4"	"+"	"151120179"	"151120230"	"151119153"	"151119255"	"151141857"	"151141930"	"3.32960831225734e-07"	"4.50352221309125e-07"
"383698|ENSG00000111879.18_3|FAM184A|chr6|-|119283093|119283128|119280993|119281349|119285831|119285925"	"ENSG00000111879.18_3"	"FAM184A"	"chr6"	"-"	"119283093"	"119283128"	"119280993"	"119281349"	"119285831"	"119285925"	"3.39663112298465e-07"	"4.59359255980615e-07"
"329696|ENSG00000157557.11_3|ETS2|chr21|+|40178374|40178732|40177874|40178044|40181958|40182030"	"ENSG00000157557.11_3"	"ETS2"	"chr21"	"+"	"40178374"	"40178732"	"40177874"	"40178044"	"40181958"	"40182030"	"3.41751725498916e-07"	"4.6212528875947e-07"
"38720|ENSG00000127241.16_2|MASP1|chr3|-|187003612|187003865|186980330|186980508|187009415|187009768"	"ENSG00000127241.16_2"	"MASP1"	"chr3"	"-"	"187003612"	"187003865"	"186980330"	"186980508"	"187009415"	"187009768"	"3.44313717788499e-07"	"4.65530654185388e-07"
"254143|ENSG00000237651.6_2|C2orf74|chr2|+|61384996|61385147|61372264|61372331|61389976|61390090"	"ENSG00000237651.6_2"	"C2orf74"	"chr2"	"+"	"61384996"	"61385147"	"61372264"	"61372331"	"61389976"	"61390090"	"3.45650682722082e-07"	"4.67279063408671e-07"
"122313|ENSG00000095794.19_3|CREM|chr10|+|35437295|35437419|35415768|35416121|35467816|35467914"	"ENSG00000095794.19_3"	"CREM"	"chr10"	"+"	"35437295"	"35437419"	"35415768"	"35416121"	"35467816"	"35467914"	"3.4620718972584e-07"	"4.67972075846145e-07"
"133946|ENSG00000010626.14_3|LRRC23|chr12|+|7019053|7019190|7016478|7016609|7023054|7023392"	"ENSG00000010626.14_3"	"LRRC23"	"chr12"	"+"	"7019053"	"7019190"	"7016478"	"7016609"	"7023054"	"7023392"	"3.48563099382851e-07"	"4.71096876811317e-07"
"130605|ENSG00000214078.12_3|CPNE1|chr20|-|34243123|34243266|34220716|34220845|34252681|34252808"	"ENSG00000214078.12_3"	"CPNE1"	"chr20"	"-"	"34243123"	"34243266"	"34220716"	"34220845"	"34252681"	"34252808"	"3.49083393931084e-07"	"4.7174029349658e-07"
"323272|ENSG00000141577.13_3|CEP131|chr17|-|79166535|79166643|79166275|79166393|79167725|79167927"	"ENSG00000141577.13_3"	"CEP131"	"chr17"	"-"	"79166535"	"79166643"	"79166275"	"79166393"	"79167725"	"79167927"	"3.52205705630707e-07"	"4.75899385601354e-07"
"65283|ENSG00000092020.10_3|PPP2R3C|chr14|-|35579024|35579053|35577344|35577442|35579730|35579835"	"ENSG00000092020.10_3"	"PPP2R3C"	"chr14"	"-"	"35579024"	"35579053"	"35577344"	"35577442"	"35579730"	"35579835"	"3.55214362761071e-07"	"4.79903873682141e-07"
"112973|ENSG00000121067.17_3|SPOP|chr17|-|47745388|47745440|47714120|47714171|47755294|47755365"	"ENSG00000121067.17_3"	"SPOP"	"chr17"	"-"	"47745388"	"47745440"	"47714120"	"47714171"	"47755294"	"47755365"	"3.58863322965532e-07"	"4.8477230391734e-07"
"232621|ENSG00000141644.17_2|MBD1|chr18|-|47797838|47797910|47795210|47796188|47799046|47799108"	"ENSG00000141644.17_2"	"MBD1"	"chr18"	"-"	"47797838"	"47797910"	"47795210"	"47796188"	"47799046"	"47799108"	"3.58924351818831e-07"	"4.84793339937669e-07"
"105445|ENSG00000111596.11_2|CNOT2|chr12|+|70688016|70688074|70671911|70672054|70704674|70704797"	"ENSG00000111596.11_2"	"CNOT2"	"chr12"	"+"	"70688016"	"70688074"	"70671911"	"70672054"	"70704674"	"70704797"	"3.59391525564167e-07"	"4.85362874527269e-07"
"337772|ENSG00000050426.15_3|LETMD1|chr12|+|51442816|51442968|51442083|51442261|51450132|51450285"	"ENSG00000050426.15_3"	"LETMD1"	"chr12"	"+"	"51442816"	"51442968"	"51442083"	"51442261"	"51450132"	"51450285"	"3.59622102276779e-07"	"4.85612778017454e-07"
"397044|ENSG00000111647.12_3|UHRF1BP1L|chr12|-|100522357|100522503|100502163|100502326|100536369|100536602"	"ENSG00000111647.12_3"	"UHRF1BP1L"	"chr12"	"-"	"100522357"	"100522503"	"100502163"	"100502326"	"100536369"	"100536602"	"3.63925347353671e-07"	"4.91361416575124e-07"
"220756|ENSG00000128563.13_3|PRKRIP1|chr7|+|102036423|102036984|102016658|102016769|102039994|102040095"	"ENSG00000128563.13_3"	"PRKRIP1"	"chr7"	"+"	"102036423"	"102036984"	"102016658"	"102016769"	"102039994"	"102040095"	"3.65260338176288e-07"	"4.93101456537989e-07"
"206680|ENSG00000143393.16_3|PI4KB|chr1|-|151297220|151297393|151288048|151288985|151298647|151298849"	"ENSG00000143393.16_3"	"PI4KB"	"chr1"	"-"	"151297220"	"151297393"	"151288048"	"151288985"	"151298647"	"151298849"	"3.69317803387552e-07"	"4.98515931290753e-07"
"239893|ENSG00000071205.11_2|ARHGAP10|chr4|+|148984298|148984451|148968042|148968202|148985566|148985658"	"ENSG00000071205.11_2"	"ARHGAP10"	"chr4"	"+"	"148984298"	"148984451"	"148968042"	"148968202"	"148985566"	"148985658"	"3.69421263525857e-07"	"4.9859247981565e-07"
"97370|ENSG00000148057.15_3|IDNK|chr9|+|86243095|86243126|86238082|86238136|86243787|86243874"	"ENSG00000148057.15_3"	"IDNK"	"chr9"	"+"	"86243095"	"86243126"	"86238082"	"86238136"	"86243787"	"86243874"	"3.72755154350958e-07"	"5.03028434917496e-07"
"109626|ENSG00000131055.4_2|COX4I2|chr20|+|30231206|30231338|30227735|30227900|30232570|30232809"	"ENSG00000131055.4_2"	"COX4I2"	"chr20"	"+"	"30231206"	"30231338"	"30227735"	"30227900"	"30232570"	"30232809"	"3.75355727240986e-07"	"5.06473789350344e-07"
"133164|ENSG00000145725.19_3|PPIP5K2|chr5|+|102522020|102522140|102520372|102520445|102526542|102526683"	"ENSG00000145725.19_3"	"PPIP5K2"	"chr5"	"+"	"102522020"	"102522140"	"102520372"	"102520445"	"102526542"	"102526683"	"3.76911440671984e-07"	"5.08508604018559e-07"
"110982|ENSG00000141030.12_2|COPS3|chr17|-|17179348|17179497|17174209|17174322|17184445|17184505"	"ENSG00000141030.12_2"	"COPS3"	"chr17"	"-"	"17179348"	"17179497"	"17174209"	"17174322"	"17184445"	"17184505"	"3.83286708924818e-07"	"5.17044365125624e-07"
"102295|ENSG00000164941.13_3|INTS8|chr8|+|95878385|95878419|95871738|95871860|95879367|95879424"	"ENSG00000164941.13_3"	"INTS8"	"chr8"	"+"	"95878385"	"95878419"	"95871738"	"95871860"	"95879367"	"95879424"	"3.84275856152142e-07"	"5.18313140996913e-07"
"300894|ENSG00000134717.17_2|BTF3L4|chr1|+|52525506|52525573|52521796|52522051|52530496|52530610"	"ENSG00000134717.17_2"	"BTF3L4"	"chr1"	"+"	"52525506"	"52525573"	"52521796"	"52522051"	"52530496"	"52530610"	"3.88327676764211e-07"	"5.23712022343236e-07"
"386411|ENSG00000234899.9_2|SOX9-AS1|chr17|-|70070689|70072874|70067183|70067372|70078061|70078182"	"ENSG00000234899.9_2"	"SOX9-AS1"	"chr17"	"-"	"70070689"	"70072874"	"70067183"	"70067372"	"70078061"	"70078182"	"3.94058890857347e-07"	"5.31374139713441e-07"
"142629|ENSG00000250299.5_2|MRPS31P4|chr13|+|53203353|53203494|53201572|53201713|53206556|53206629"	"ENSG00000250299.5_2"	"MRPS31P4"	"chr13"	"+"	"53203353"	"53203494"	"53201572"	"53201713"	"53206556"	"53206629"	"3.95630598687497e-07"	"5.33426085335291e-07"
"156140|ENSG00000119471.14_2|HSDL2|chr9|+|115179120|115179224|115167903|115168002|115181139|115181238"	"ENSG00000119471.14_2"	"HSDL2"	"chr9"	"+"	"115179120"	"115179224"	"115167903"	"115168002"	"115181139"	"115181238"	"3.98285824810458e-07"	"5.36938227986795e-07"
"359728|ENSG00000132530.16_3|XAF1|chr17|+|6665204|6665356|6663724|6663920|6665473|6665512"	"ENSG00000132530.16_3"	"XAF1"	"chr17"	"+"	"6665204"	"6665356"	"6663724"	"6663920"	"6665473"	"6665512"	"4.01055865095589e-07"	"5.4060424687114e-07"
"309213|ENSG00000196696.12_3|PDXDC2P|chr16|-|70010713|70011906|70010199|70010635|70011979|70012015"	"ENSG00000196696.12_3"	"PDXDC2P"	"chr16"	"-"	"70010713"	"70011906"	"70010199"	"70010635"	"70011979"	"70012015"	"4.01705283575866e-07"	"5.41411202999698e-07"
"344673|ENSG00000226210.3_2|ABC7-42389800N19.1|chr12|+|87880|88017|87556|87703|88256|88392"	"ENSG00000226210.3_2"	"ABC7-42389800N19.1"	"chr12"	"+"	"87880"	"88017"	"87556"	"87703"	"88256"	"88392"	"4.03194935166663e-07"	"5.43350263274256e-07"
"60683|ENSG00000157600.11_2|TMEM164|chrX|+|109247110|109247392|109245914|109246000|109310574|109310624"	"ENSG00000157600.11_2"	"TMEM164"	"chrX"	"+"	"109247110"	"109247392"	"109245914"	"109246000"	"109310574"	"109310624"	"4.07832018647975e-07"	"5.49529814135269e-07"
"277862|ENSG00000135164.18_3|DMTF1|chr7|+|86795798|86795921|86794249|86794366|86800310|86800333"	"ENSG00000135164.18_3"	"DMTF1"	"chr7"	"+"	"86795798"	"86795921"	"86794249"	"86794366"	"86800310"	"86800333"	"4.10101651518444e-07"	"5.5251820533656e-07"
"33304|ENSG00000205981.6_2|DNAJC19|chr3|-|180705810|180705884|180703713|180703784|180707387|180707498"	"ENSG00000205981.6_2"	"DNAJC19"	"chr3"	"-"	"180705810"	"180705884"	"180703713"	"180703784"	"180707387"	"180707498"	"4.10840076164145e-07"	"5.53443149209373e-07"
"205245|ENSG00000139220.16_3|PPFIA2|chr12|-|82070569|82070623|81851543|81851645|82147751|82148002"	"ENSG00000139220.16_3"	"PPFIA2"	"chr12"	"-"	"82070569"	"82070623"	"81851543"	"81851645"	"82147751"	"82148002"	"4.14193012524035e-07"	"5.57888581057863e-07"
"220362|ENSG00000136870.10_3|ZNF189|chr9|+|104161676|104161812|104161309|104161471|104162207|104162292"	"ENSG00000136870.10_3"	"ZNF189"	"chr9"	"+"	"104161676"	"104161812"	"104161309"	"104161471"	"104162207"	"104162292"	"4.14244695114601e-07"	"5.57888581057863e-07"
"81700|ENSG00000168824.14_2|NSG1|chr4|+|4388845|4388900|4387583|4388370|4389330|4389485"	"ENSG00000168824.14_2"	"NSG1"	"chr4"	"+"	"4388845"	"4388900"	"4387583"	"4388370"	"4389330"	"4389485"	"4.23127217700269e-07"	"5.69779264744112e-07"
"197553|ENSG00000125450.10_2|NUP85|chr17|+|73221197|73221332|73214279|73214401|73221436|73221559"	"ENSG00000125450.10_2"	"NUP85"	"chr17"	"+"	"73221197"	"73221332"	"73214279"	"73214401"	"73221436"	"73221559"	"4.24425087771853e-07"	"5.71454811398411e-07"
"210266|ENSG00000133519.12_2|ZDHHC8P1|chr22|-|23736112|23736244|23733563|23733911|23741946|23742770"	"ENSG00000133519.12_2"	"ZDHHC8P1"	"chr22"	"-"	"23736112"	"23736244"	"23733563"	"23733911"	"23741946"	"23742770"	"4.41605587770007e-07"	"5.94511940616905e-07"
"368914|ENSG00000100335.13_3|MIEF1|chr22|+|39905342|39905576|39900207|39900539|39907292|39907427"	"ENSG00000100335.13_3"	"MIEF1"	"chr22"	"+"	"39905342"	"39905576"	"39900207"	"39900539"	"39907292"	"39907427"	"4.41962468280788e-07"	"5.94917294486256e-07"
"32183|ENSG00000214176.9_3|PLEKHM1P1|chr17|-|62820742|62820990|62817884|62818511|62825278|62825326"	"ENSG00000214176.9_3"	"PLEKHM1P1"	"chr17"	"-"	"62820742"	"62820990"	"62817884"	"62818511"	"62825278"	"62825326"	"4.46906195328289e-07"	"6.01496033969738e-07"
"272656|ENSG00000242073.2_2|AC006014.7|chr7|-|75113474|75113533|75104327|75104454|75115140|75115385"	"ENSG00000242073.2_2"	"AC006014.7"	"chr7"	"-"	"75113474"	"75113533"	"75104327"	"75104454"	"75115140"	"75115385"	"4.4796162698927e-07"	"6.02840473418368e-07"
"252766|ENSG00000124243.17_3|BCAS4|chr20|+|49458302|49458437|49446815|49446917|49493022|49493714"	"ENSG00000124243.17_3"	"BCAS4"	"chr20"	"+"	"49458302"	"49458437"	"49446815"	"49446917"	"49493022"	"49493714"	"4.50410908027424e-07"	"6.06060097667484e-07"
"29104|ENSG00000219545.11_3|UMAD1|chr7|+|7715732|7715839|7712939|7713084|7841300|7841374"	"ENSG00000219545.11_3"	"UMAD1"	"chr7"	"+"	"7715732"	"7715839"	"7712939"	"7713084"	"7841300"	"7841374"	"4.54933767235271e-07"	"6.12068705382133e-07"
"79429|ENSG00000145247.11_3|OCIAD2|chr4|-|48899820|48899874|48887035|48887582|48906500|48906628"	"ENSG00000145247.11_3"	"OCIAD2"	"chr4"	"-"	"48899820"	"48899874"	"48887035"	"48887582"	"48906500"	"48906628"	"4.55944017115783e-07"	"6.1335052252016e-07"
"183868|ENSG00000108094.14_2|CUL2|chr10|-|35378823|35378929|35360126|35360267|35379106|35379292"	"ENSG00000108094.14_2"	"CUL2"	"chr10"	"-"	"35378823"	"35378929"	"35360126"	"35360267"	"35379106"	"35379292"	"4.57693332798711e-07"	"6.15626105977835e-07"
"293178|ENSG00000163913.11_3|IFT122|chr3|+|129180070|129180147|129158878|129159214|129182402|129182469"	"ENSG00000163913.11_3"	"IFT122"	"chr3"	"+"	"129180070"	"129180147"	"129158878"	"129159214"	"129182402"	"129182469"	"4.58348619945903e-07"	"6.16429764403916e-07"
"334019|ENSG00000119636.15_3|BBOF1|chr14|+|74489618|74489847|74486058|74486237|74495886|74495952"	"ENSG00000119636.15_3"	"BBOF1"	"chr14"	"+"	"74489618"	"74489847"	"74486058"	"74486237"	"74495886"	"74495952"	"4.64419872080315e-07"	"6.24516194141541e-07"
"173514|ENSG00000128581.15_2|IFT22|chr7|-|100961404|100962313|100959620|100959823|100964951|100965071"	"ENSG00000128581.15_2"	"IFT22"	"chr7"	"-"	"100961404"	"100962313"	"100959620"	"100959823"	"100964951"	"100965071"	"4.68225877086099e-07"	"6.29554838517807e-07"
"383081|ENSG00000164934.13_2|DCAF13|chr8|+|104432491|104432691|104426941|104427744|104438283|104438373"	"ENSG00000164934.13_2"	"DCAF13"	"chr8"	"+"	"104432491"	"104432691"	"104426941"	"104427744"	"104438283"	"104438373"	"4.75752291618994e-07"	"6.39593872446309e-07"
"169879|ENSG00000241258.6_3|CRCP|chr7|+|65595730|65595829|65592690|65592727|65599266|65599361"	"ENSG00000241258.6_3"	"CRCP"	"chr7"	"+"	"65595730"	"65595829"	"65592690"	"65592727"	"65599266"	"65599361"	"4.76623747170345e-07"	"6.40684681569414e-07"
"140979|ENSG00000118412.12_3|CASP8AP2|chr6|+|90575671|90578801|90566802|90566918|90581007|90581107"	"ENSG00000118412.12_3"	"CASP8AP2"	"chr6"	"+"	"90575671"	"90578801"	"90566802"	"90566918"	"90581007"	"90581107"	"4.78564002440524e-07"	"6.43211731068455e-07"
"22377|ENSG00000047365.11_3|ARAP2|chr4|-|36121271|36121340|36118682|36118757|36122800|36122948"	"ENSG00000047365.11_3"	"ARAP2"	"chr4"	"-"	"36121271"	"36121340"	"36118682"	"36118757"	"36122800"	"36122948"	"4.79245671258873e-07"	"6.44046759573574e-07"
"252716|ENSG00000174796.12_3|THAP6|chr4|+|76465068|76465169|76446945|76447071|76467618|76467696"	"ENSG00000174796.12_3"	"THAP6"	"chr4"	"+"	"76465068"	"76465169"	"76446945"	"76447071"	"76467618"	"76467696"	"4.83216097328707e-07"	"6.4930070278577e-07"
"145319|ENSG00000178222.12_3|RNF212|chr4|-|1075354|1075407|1067386|1067450|1079683|1079742"	"ENSG00000178222.12_3"	"RNF212"	"chr4"	"-"	"1075354"	"1075407"	"1067386"	"1067450"	"1079683"	"1079742"	"4.86867369853329e-07"	"6.54124527524031e-07"
"278583|ENSG00000174938.14_3|SEZ6L2|chr16|-|29907041|29907181|29899860|29900046|29908142|29908232"	"ENSG00000174938.14_3"	"SEZ6L2"	"chr16"	"-"	"29907041"	"29907181"	"29899860"	"29900046"	"29908142"	"29908232"	"4.96674170655024e-07"	"6.67216277873262e-07"
"175901|ENSG00000178971.13_2|CTC1|chr17|-|8134593|8134787|8133880|8133969|8135043|8135133"	"ENSG00000178971.13_2"	"CTC1"	"chr17"	"-"	"8134593"	"8134787"	"8133880"	"8133969"	"8135043"	"8135133"	"4.98542354172072e-07"	"6.6964158781425e-07"
"334776|ENSG00000136643.11_2|RPS6KC1|chr1|+|213246211|213246328|213244347|213244383|213251037|213251158"	"ENSG00000136643.11_2"	"RPS6KC1"	"chr1"	"+"	"213246211"	"213246328"	"213244347"	"213244383"	"213251037"	"213251158"	"5.089981770656e-07"	"6.83599742904499e-07"
"30046|ENSG00000148290.9_3|SURF1|chr9|-|136223123|136223175|136221678|136221812|136223275|136223361"	"ENSG00000148290.9_3"	"SURF1"	"chr9"	"-"	"136223123"	"136223175"	"136221678"	"136221812"	"136223275"	"136223361"	"5.13529450915605e-07"	"6.8959853865713e-07"
"59923|ENSG00000126773.12_3|PCNX4|chr14|+|60574303|60575045|60558636|60559137|60581417|60581597"	"ENSG00000126773.12_3"	"PCNX4"	"chr14"	"+"	"60574303"	"60575045"	"60558636"	"60559137"	"60581417"	"60581597"	"5.26552168334801e-07"	"7.06997214565108e-07"
"314217|ENSG00000163138.18_3|PACRGL|chr4|+|20711305|20711396|20706282|20706437|20714410|20714454"	"ENSG00000163138.18_3"	"PACRGL"	"chr4"	"+"	"20711305"	"20711396"	"20706282"	"20706437"	"20714410"	"20714454"	"5.31906305501772e-07"	"7.14096267393806e-07"
"133275|ENSG00000105792.19_3|CFAP69|chr7|+|89936214|89936412|89929180|89934134|89937081|89937168"	"ENSG00000105792.19_3"	"CFAP69"	"chr7"	"+"	"89936214"	"89936412"	"89929180"	"89934134"	"89937081"	"89937168"	"5.33096581990629e-07"	"7.15604159462562e-07"
"176655|ENSG00000166387.11_3|PPFIBP2|chr11|+|7618790|7618904|7614362|7614455|7631521|7631547"	"ENSG00000166387.11_3"	"PPFIBP2"	"chr11"	"+"	"7618790"	"7618904"	"7614362"	"7614455"	"7631521"	"7631547"	"5.34831627879464e-07"	"7.17842853175747e-07"
"173031|ENSG00000181061.13_3|HIGD1A|chr3|-|42835648|42835791|42827519|42827654|42845927|42845980"	"ENSG00000181061.13_3"	"HIGD1A"	"chr3"	"-"	"42835648"	"42835791"	"42827519"	"42827654"	"42845927"	"42845980"	"5.39109200253238e-07"	"7.23493094337584e-07"
"144962|ENSG00000198715.11_3|GLMP|chr1|-|156263110|156263367|156262477|156263000|156263808|156264027"	"ENSG00000198715.11_3"	"GLMP"	"chr1"	"-"	"156263110"	"156263367"	"156262477"	"156263000"	"156263808"	"156264027"	"5.42942366930899e-07"	"7.28545589244846e-07"
"81444|ENSG00000113845.9_2|TIMMDC1|chr3|+|119219541|119219707|119217378|119217774|119236051|119236162"	"ENSG00000113845.9_2"	"TIMMDC1"	"chr3"	"+"	"119219541"	"119219707"	"119217378"	"119217774"	"119236051"	"119236162"	"5.44320508310457e-07"	"7.30302959005035e-07"
"280573|ENSG00000177463.15_3|NR2C2|chr3|+|15046063|15046120|15045382|15045493|15055095|15055296"	"ENSG00000177463.15_3"	"NR2C2"	"chr3"	"+"	"15046063"	"15046120"	"15045382"	"15045493"	"15055095"	"15055296"	"5.52194181596697e-07"	"7.40773703991041e-07"
"192838|ENSG00000070081.15_3|NUCB2|chr11|+|17304335|17304490|17298287|17298375|17316870|17316971"	"ENSG00000070081.15_3"	"NUCB2"	"chr11"	"+"	"17304335"	"17304490"	"17298287"	"17298375"	"17316870"	"17316971"	"5.52952026142589e-07"	"7.41697064370609e-07"
"306802|ENSG00000213918.10_3|DNASE1|chr16|+|3705849|3705938|3705373|3705521|3706102|3706186"	"ENSG00000213918.10_3"	"DNASE1"	"chr16"	"+"	"3705849"	"3705938"	"3705373"	"3705521"	"3706102"	"3706186"	"5.53762965598117e-07"	"7.42691401924537e-07"
"137893|ENSG00000214135.8_2|AC024560.3|chr3|-|197349057|197349201|197348574|197348739|197350090|197350253"	"ENSG00000214135.8_2"	"AC024560.3"	"chr3"	"-"	"197349057"	"197349201"	"197348574"	"197348739"	"197350090"	"197350253"	"5.58489028036558e-07"	"7.48935682636727e-07"
"284110|ENSG00000188227.12_3|ZNF793|chr19|+|38013433|38013549|37999166|37999305|38014311|38014356"	"ENSG00000188227.12_3"	"ZNF793"	"chr19"	"+"	"38013433"	"38013549"	"37999166"	"37999305"	"38014311"	"38014356"	"5.60732437577604e-07"	"7.51818950282231e-07"
"2727|ENSG00000225190.10_3|PLEKHM1|chr17|-|43555170|43555513|43553061|43553092|43559802|43559891"	"ENSG00000225190.10_3"	"PLEKHM1"	"chr17"	"-"	"43555170"	"43555513"	"43553061"	"43553092"	"43559802"	"43559891"	"5.60780098405546e-07"	"7.51818950282231e-07"
"173516|ENSG00000128581.15_2|IFT22|chr7|-|100962236|100962313|100959620|100959823|100964951|100965058"	"ENSG00000128581.15_2"	"IFT22"	"chr7"	"-"	"100962236"	"100962313"	"100959620"	"100959823"	"100964951"	"100965058"	"5.62420191055383e-07"	"7.5392299366587e-07"
"197162|ENSG00000203705.10_3|TATDN3|chr1|+|212976042|212976105|212970453|212970538|212977661|212977771"	"ENSG00000203705.10_3"	"TATDN3"	"chr1"	"+"	"212976042"	"212976105"	"212970453"	"212970538"	"212977661"	"212977771"	"5.65242957517369e-07"	"7.57611680523155e-07"
"235049|ENSG00000198015.12_3|MRPL42|chr12|+|93864261|93864281|93862964|93863131|93870729|93870793"	"ENSG00000198015.12_3"	"MRPL42"	"chr12"	"+"	"93864261"	"93864281"	"93862964"	"93863131"	"93870729"	"93870793"	"5.66839906301794e-07"	"7.59656647487891e-07"
